2.0.11.1-1395.1-a1|-11|1,1,-1,1,0,0,0,4,-21,1|6|0
2.0.11.1-1395.1-a2|-11|1,1,-1,1,0,0,0,-1,0,0|6|0
2.0.11.1-1395.12-a1|-11|0,1,1,1,1,1,7,-5,-6,0|6|0
2.0.11.1-1395.12-a2|-11|0,1,1,1,1,1,2,0,-1,1|6|0
2.0.11.1-14085.6-a1|-11|1,1,1,-1,0,1,31,35,-1098,176|2,4|0
2.0.11.1-14085.6-a4|-11|1,1,1,-1,0,1,-84,20,-285,119|8|0
2.0.11.1-14085.7-a1|-11|0,1,1,0,1,1,-63,-22,-166,-120|8|0
2.0.11.1-14085.7-a2|-11|0,1,1,0,1,1,67,-37,-922,-177|2,4|0
2.0.11.1-14100.4-d1|-11|1,0,0,0,0,0,-7,-2,-7,-4|6|0
2.0.11.1-14100.4-d2|-11|1,0,0,0,0,0,-27,8,45,-30|6|0
2.0.11.1-14100.9-b1|-11|1,0,0,0,0,0,-9,2,-11,4|6|0
2.0.11.1-14100.9-b2|-11|1,0,0,0,0,0,-19,-8,15,30|6|0
2.0.11.1-14283.5-a1|-11|0,1,0,0,0,1,-39,-3,97,6|6|0
